Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/21/2019 8:03:52 AM   Msg | [ENCOUNTER] You successfully caught Hippopotas!   
Date | 5/21/2019 8:03:35 PM   Msg | [INFO] Bot started...   
Date | 5/21/2019 8:02:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 8:02:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 8:02:27 AM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 5/21/2019 8:01:26 PM   Msg | [INFO] Bot stopped...   
Date | 5/21/2019 8:01:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 115sec   
Date | 5/21/2019 8:01:23 PM   Msg | [ENCOUNTER] You successfully caught Stunfisk!   
Date | 5/21/2019 8:00:52 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:59:53 AM   Msg | [INFO] Bot started...   
Date | 5/21/2019 7:59:28 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:59:06 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 153 level(s)...   
Date | 5/21/2019 7:58:36 AM   Msg | [INFO] Bot stopped...   
Date | 5/21/2019 7:58:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 140sec   
Date | 5/21/2019 7:58:33 PM   Msg | [ENCOUNTER] You successfully caught Pheromosa!   
Date | 5/21/2019 7:58:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 5/21/2019 7:58:26 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 7:56:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:56:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 133sec   
Date | 5/21/2019 7:56:21 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 7:56:12 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:56:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 7:56:05 PM   Msg | [ENCOUNTER] You successfully caught Shelmet!   
Date | 5/21/2019 7:54:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:54:08 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:54:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 133sec   
Date | 5/21/2019 7:54:07 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 7:53:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 5/21/2019 7:53:36 PM   Msg | [ENCOUNTER] You successfully caught Chinchou!   
Date | 5/21/2019 7:53:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:53:00 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 152 level(s)...   
Date | 5/21/2019 7:52:50 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 120sec   
Date | 5/21/2019 7:52:50 PM   Msg | [ENCOUNTER] You successfully caught Dedenne!   
Date | 5/21/2019 7:51:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:51:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 90sec   
Date | 5/21/2019 7:51:16 AM   Msg | [ENCOUNTER] You successfully caught Lillipup!   
Date | 5/21/2019 7:50:49 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:49:54 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 7:49:54 PM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 5/21/2019 7:49:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:49:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 7:49:26 AM   Msg | [ENCOUNTER] You successfully caught Kakuna!   
Date | 5/21/2019 7:49:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:48:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 5/21/2019 7:48:46 AM   Msg | [ENCOUNTER] You successfully caught Magnemite!   
Date | 5/21/2019 7:48:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:48:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:47:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 141sec   
Date | 5/21/2019 7:47:58 PM   Msg | [ENCOUNTER] You successfully caught Mudbray!   
Date | 5/21/2019 7:47:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 10sec   
Date | 5/21/2019 7:47:55 AM   Msg | [ENCOUNTER] You successfully caught Psyduck!   
Date | 5/21/2019 7:47:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:47:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 142sec   
Date | 5/21/2019 7:47:24 AM   Msg | [ENCOUNTER] You successfully caught Salazzle!   
Date | 5/21/2019 7:45:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:45:33 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 151 level(s)...   
Date | 5/21/2019 7:45:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:44:58 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 7:44:58 AM   Msg | [ENCOUNTER] You successfully caught Blitzle!   
Date | 5/21/2019 7:43:59 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 150 level(s)...   
Date | 5/21/2019 7:43:44 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 118sec   
Date | 5/21/2019 7:43:44 PM   Msg | [ENCOUNTER] You successfully caught Furfrou!   
Date | 5/21/2019 7:43:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:43:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 7:43:14 AM   Msg | [ENCOUNTER] You successfully caught Roselia!   
Date | 5/21/2019 7:42:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:42:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 7:42:12 AM   Msg | [ENCOUNTER] You successfully caught Shellder!   
Date | 5/21/2019 7:41:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:41:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:41:42 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 7:41:42 PM   Msg | [ENCOUNTER] You successfully caught Minun!   
Date | 5/21/2019 7:41:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 34sec   
Date | 5/21/2019 7:41:09 AM   Msg | [ENCOUNTER] You successfully caught Marill!   
Date | 5/21/2019 7:40:43 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:40:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:40:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 99sec   
Date | 5/21/2019 7:40:15 AM   Msg | [ENCOUNTER] You successfully caught Timburr!   
Date | 5/21/2019 7:39:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 41sec   
Date | 5/21/2019 7:39:55 PM   Msg | [ENCOUNTER] You successfully caught Shuckle!   
Date | 5/21/2019 7:39:13 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:39:11 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 147sec   
Date | 5/21/2019 7:39:11 PM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 5/21/2019 7:38:36 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:38:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 7:38:32 AM   Msg | [ENCOUNTER] You successfully caught Doduo!   
Date | 5/21/2019 7:38:14 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:37:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 31sec   
Date | 5/21/2019 7:37:00 AM   Msg | [ENCOUNTER] You successfully caught Ariados!   
Date | 5/21/2019 7:36:43 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:36:29 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 149 level(s)...   
Date | 5/21/2019 7:36:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:35:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 7:35:05 PM   Msg | [ENCOUNTER] You successfully caught Spearow!   
Date | 5/21/2019 7:35:02 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:34:59 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 148 level(s)...   
Date | 5/21/2019 7:34:51 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 70sec   
Date | 5/21/2019 7:34:51 AM   Msg | [ENCOUNTER] You successfully caught Kricketot!   
Date | 5/21/2019 7:33:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:33:29 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 147 level(s)...   
Date | 5/21/2019 7:33:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 137sec   
Date | 5/21/2019 7:33:26 AM   Msg | [ENCOUNTER] You successfully caught Fomantis!   
Date | 5/21/2019 7:32:08 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 146 level(s)...   
Date | 5/21/2019 7:31:28 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 10sec   
Date | 5/21/2019 7:31:28 PM   Msg | [ENCOUNTER] You successfully caught Psyduck!   
Date | 5/21/2019 7:31:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:31:14 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 84sec   
Date | 5/21/2019 7:31:14 PM   Msg | [ENCOUNTER] You successfully caught Munna!   
Date | 5/21/2019 7:31:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:30:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 7:30:54 AM   Msg | [ENCOUNTER] You successfully caught Yamask!   
Date | 5/21/2019 7:29:50 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:29:29 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 5/21/2019 7:29:29 PM   Msg | [ENCOUNTER] You successfully caught Lotad!   
Date | 5/21/2019 7:29:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:28:42 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:28:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 34sec   
Date | 5/21/2019 7:28:32 AM   Msg | [ENCOUNTER] You successfully caught Politoed!   
Date | 5/21/2019 7:28:24 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 145 level(s)...   
Date | 5/21/2019 7:27:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:27:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 38sec   
Date | 5/21/2019 7:27:14 AM   Msg | [ENCOUNTER] You successfully caught Dunsparce!   
Date | 5/21/2019 7:27:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 80sec   
Date | 5/21/2019 7:27:05 PM   Msg | [ENCOUNTER] You successfully caught Happiny!   
Date | 5/21/2019 7:26:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:25:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:25:43 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 144 level(s)...   
Date | 5/21/2019 7:25:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 7:25:34 AM   Msg | [ENCOUNTER] You successfully caught Togedemaru!   
Date | 5/21/2019 7:24:22 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 143 level(s)...   
Date | 5/21/2019 7:23:19 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:23:01 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 142 level(s)...   
Date | 5/21/2019 7:22:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 7:22:54 AM   Msg | [ENCOUNTER] You successfully caught Butterfree!   
Date | 5/21/2019 7:22:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:22:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 104sec   
Date | 5/21/2019 7:22:48 AM   Msg | [ENCOUNTER] You successfully caught Cubchoo!   
Date | 5/21/2019 7:22:09 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 5/21/2019 7:22:09 PM   Msg | [ENCOUNTER] You successfully caught Wartortle!   
Date | 5/21/2019 7:22:08 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:21:42 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 141 level(s)...   
Date | 5/21/2019 7:21:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:20:18 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 140 level(s)...   
Date | 5/21/2019 7:19:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 7:19:57 AM   Msg | [ENCOUNTER] You successfully caught Clamperl!   
Date | 5/21/2019 7:19:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 5/21/2019 7:19:55 PM   Msg | [ENCOUNTER] You successfully caught Joltik!   
Date | 5/21/2019 7:18:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:18:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/21/2019 7:18:53 AM   Msg | [ENCOUNTER] You successfully caught Ledyba!   
Date | 5/21/2019 7:18:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:18:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:17:17 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 139 level(s)...   
Date | 5/21/2019 7:17:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 70sec   
Date | 5/21/2019 7:17:02 PM   Msg | [ENCOUNTER] You successfully caught Bibarel!   
Date | 5/21/2019 7:16:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/21/2019 7:16:47 AM   Msg | [ENCOUNTER] You successfully caught Cleffa!   
Date | 5/21/2019 7:16:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:15:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:15:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 5/21/2019 7:15:49 PM   Msg | [ENCOUNTER] You successfully caught Gorebyss!   
Date | 5/21/2019 7:15:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 72sec   
Date | 5/21/2019 7:15:07 AM   Msg | [ENCOUNTER] You successfully caught Cherrim!   
Date | 5/21/2019 7:14:39 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:14:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 116sec   
Date | 5/21/2019 7:14:33 PM   Msg | [ENCOUNTER] You successfully caught Vullaby!   
Date | 5/21/2019 7:13:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:12:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:12:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 136sec   
Date | 5/21/2019 7:12:19 AM   Msg | [ENCOUNTER] You successfully caught Cutiefly!   
Date | 5/21/2019 7:11:48 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 138 level(s)...   
Date | 5/21/2019 7:10:34 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 137 level(s)...   
Date | 5/21/2019 7:10:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:09:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 62sec   
Date | 5/21/2019 7:09:53 PM   Msg | [ENCOUNTER] You successfully caught Tropius!   
Date | 5/21/2019 7:09:31 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 7:09:31 AM   Msg | [ENCOUNTER] You successfully caught Minun!   
Date | 5/21/2019 7:08:50 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:08:33 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:08:21 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 136 level(s)...   
Date | 5/21/2019 7:08:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 5/21/2019 7:08:18 AM   Msg | [ENCOUNTER] You successfully caught Poochyena!   
Date | 5/21/2019 7:07:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:07:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 115sec   
Date | 5/21/2019 7:07:26 AM   Msg | [ENCOUNTER] You successfully caught Gogoat!   
Date | 5/21/2019 7:07:05 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 135 level(s)...   
Date | 5/21/2019 7:05:50 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 134 level(s)...   
Date | 5/21/2019 7:05:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:05:17 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 143sec   
Date | 5/21/2019 7:05:17 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 7:04:39 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 133 level(s)...   
Date | 5/21/2019 7:04:06 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 34sec   
Date | 5/21/2019 7:04:06 PM   Msg | [ENCOUNTER] You successfully caught Marill!   
Date | 5/21/2019 7:03:32 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:02:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 5/21/2019 7:02:55 PM   Msg | [ENCOUNTER] You successfully caught Jumpluff!   
Date | 5/21/2019 7:02:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:02:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 145sec   
Date | 5/21/2019 7:02:53 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 7:02:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:01:09 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 132 level(s)...   
Date | 5/21/2019 7:00:28 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 7:00:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 148sec   
Date | 5/21/2019 7:00:26 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 6:59:59 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 131 level(s)...   
Date | 5/21/2019 6:59:48 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 134sec   
Date | 5/21/2019 6:59:48 PM   Msg | [ENCOUNTER] You successfully caught Brionne!   
Date | 5/21/2019 6:57:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:57:34 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:56:39 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 130 level(s)...   
Date | 5/21/2019 6:56:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 75sec   
Date | 5/21/2019 6:56:02 PM   Msg | [ENCOUNTER] You successfully caught Bronzor!   
Date | 5/21/2019 6:55:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 5/21/2019 6:55:20 AM   Msg | [ENCOUNTER] You successfully caught Growlithe!   
Date | 5/21/2019 6:55:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:54:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 6:54:54 AM   Msg | [ENCOUNTER] You successfully caught Minun!   
Date | 5/21/2019 6:54:46 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:54:21 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 129 level(s)...   
Date | 5/21/2019 6:54:07 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 5/21/2019 6:54:07 PM   Msg | [ENCOUNTER] You successfully caught Pineco!   
Date | 5/21/2019 6:53:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:53:31 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:52:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 88sec   
Date | 5/21/2019 6:52:59 AM   Msg | [ENCOUNTER] You successfully caught Panpour!   
Date | 5/21/2019 6:52:44 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 128 level(s)...   
Date | 5/21/2019 6:52:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 78sec   
Date | 5/21/2019 6:52:33 PM   Msg | [ENCOUNTER] You successfully caught Mismagius!   
Date | 5/21/2019 6:51:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:51:14 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:51:11 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 96sec   
Date | 5/21/2019 6:51:11 PM   Msg | [ENCOUNTER] You successfully caught Dwebble!   
Date | 5/21/2019 6:51:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 143sec   
Date | 5/21/2019 6:51:09 AM   Msg | [ENCOUNTER] You successfully caught Palossand!   
Date | 5/21/2019 6:49:35 PM   Msg | [ENCOUNTER] Attempting identification...   
